5/29/2019,ROBBERY,STRONG-ARM ,33.9717,-118.2827
9/7/2019,ROBBERY,STRONG-ARM ,33.9383,-118.2565
4/21/2019,ROBBERY,STRONG-ARM ,34.2573,-118.4674
4/30/2019,ROBBERY,STRONG-ARM ,34.1278,-118.1929
9/13/2019,ROBBERY,HAND GUN,34.0594,-118.2833
9/11/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS,33.7899,-118.2975
8/21/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.228,-118.4344
6/29/2019,ROBBERY,HAND GUN,33.9737,-118.309
8/23/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,33.993,-118.2565
8/20/2019,ROBBERY,STRONG-ARM ,34.0452,-118.453
8/8/2019,"RAPE, FORCIBLE",STRONG-ARM ,34.1905,-118.4782
7/30/2019,ROBBERY,HAND GUN,34.0809,-118.2105
4/17/2019,BURGLARY,AXE,34.0503,-118.2765
9/9/2019,"RAPE, FORCIBLE",STRONG-ARM ,34.0099,-118.3089
9/3/2019,CRIMINAL HOMICIDE,HAND GUN,33.9717,-118.2827
5/28/2019,ROBBERY,HAND GUN,33.9237,-118.2739
8/14/2019,ROBBERY,STRONG-ARM ,33.7902,-118.248
7/8/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SEMI-AUTOMATIC PISTOL,33.7948,-118.2694
6/19/2019,ROBBERY,STRONG-ARM ,33.9834,-118.3089
5/31/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",MACHETE,33.9368,-118.2463
4/20/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN,34.0891,-118.2264
8/27/2019,ROBBERY,HAND GUN,33.9366,-118.2717
7/28/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS,34.0597,-118.2795
4/11/2019,ROBBERY,STRONG-ARM ,34.0215,-118.3524
8/3/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SEMI-AUTOMATIC PISTOL,34.0046,-118.2916
4/3/2019,ROBBERY,STRONG-ARM ,34.0509,-118.2642
5/10/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN,33.7315,-118.2857
4/29/2019,"RAPE, FORCIBLE",STRONG-ARM ,33.9688,-118.2871
4/20/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.0683,-118.4525
9/11/2019,ROBBERY,STRONG-ARM ,33.7952,-118.2752
9/5/2019,ROBBERY,STRONG-ARM ,34.0238,-118.3669
4/3/2019,ROBBERY,REVOLVER,34.0037,-118.3113
4/30/2019,BURGLARY FROM VEHICLE,HAMMER,34.1841,-118.4693
5/20/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.2274,-118.5422
6/1/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN,34.0376,-118.2166
8/11/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",CLUB/BAT,33.7503,-118.2945
4/13/2019,ROBBERY,STRONG-ARM ,34.0997,-118.3361
7/12/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS,34.0326,-118.3328
6/27/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",MACHETE,33.9371,-118.239
